iter	RMSE
380	12.53757245
381	12.53567409
382	12.53422276
383	12.53286628
384	12.53184405
385	12.53075532
386	12.52838037
387	12.52736048
388	12.52575999
389	12.52432064
390	12.52335391
391	12.52160422
392	12.5205237
393	12.51921781
394	12.51804025
395	12.51600412
396	12.51367204
397	12.51203193
398	12.51081866
399	12.50919067
400	12.50787878
401	12.50716276
402	12.50611242
403	12.50514749
404	12.504174
405	12.50263624
406	12.50149433
407	12.50033463
408	12.49867917
409	12.49641677
410	12.49518885
411	12.49343115
412	12.49133586
413	12.49021035
414	12.48945526
415	12.48835074
416	12.48685194
417	12.48539934
418	12.48401511
419	12.48277439
420	12.48168118
421	12.48000175
422	12.47762986
423	12.47611546
424	12.47417477
425	12.47342307
426	12.47283103
427	12.47147863
428	12.46966757
429	12.46746768
430	12.46608103
431	12.46452817
432	12.46261249
433	12.46093872
434	12.45982278
435	12.45868875
436	12.4574905
437	12.45594279
438	12.45473029
439	12.45304409
440	12.45153179
441	12.44993912
442	12.44949705
443	12.44888107
444	12.44818969
445	12.44661554
446	12.44488631
447	12.44394671
448	12.44317691
449	12.44154599
450	12.44024751
451	12.43838819
452	12.43742671
453	12.4366111
454	12.43579592
455	12.43454206
456	12.43294991
457	12.43216901
458	12.43112318
459	12.42932155
460	12.42789365
461	12.42719623
462	12.42564397
463	12.42420894
464	12.42295233
465	12.42197605
466	12.42076623
467	12.4196895
468	12.41900865
469	12.41759277
470	12.41663584
471	12.41514889
472	12.41327678
473	12.41190142
474	12.41067266
475	12.40943923
476	12.40900222
477	12.40704372
478	12.40561942
479	12.40357167
480	12.40219959
481	12.40096624
482	12.39876937
483	12.39624828
484	12.3950944
485	12.39401188
486	12.39296692
487	12.39039124
